Answer1: 6’2/9
Answer4287: 5
Answer4288: 2’2/3
Answer4289: 4
Answer4290: 1/20
Answer4291: 1/6
Answer4292: 5/14
Answer4293: 17’5/7
Answer4294: 14
Answer4295: 12
Answer4296: 58
Answer4297: 4
Answer4298: 16
Answer4299: 1’2/7
Answer4300: 7
Answer4301: 16
Answer4302: 3/20
Answer4303: 5
Answer4304: 7
Answer4305: 5/14
Answer4306: 13
Answer4307: 7
Answer4308: 67
Answer4309: 16
Answer4310: 155
Answer4311: 1/20
Answer4312: 1400
Answer4313: 13
Answer4314: 2
Answer4315: 9
Answer4316: 1
Answer4317: 11
Answer4318: 3
Answer4319: 10
Answer4320: 6
Answer4321: 9’1/3
Answer4322: 20
Answer4323: 1
Answer4324: 64’2/3
Answer4325: 11
Answer4326: 7/8
Answer4327: 2
Answer4328: 5
Answer4329: 15
Answer4330: 12
Answer4331: 8’2/5
Answer4332: 44
Answer4333: 11
Answer4334: 8
Answer4335: 81
Answer4336: 15’4/5
Answer4337: 40
Answer4338: 3/4
Answer4339: 22
Answer4340: 576
Answer4341: 30
Answer4342: 7/400
Answer4343: 16
Answer4344: 52’1/2
Answer4345: 20
Answer4346: 13’2/3
Answer4347: 10
Answer4348: 3’1/2
Answer4349: 1
Answer4350: 135
Answer4351: 15
Answer4352: 90
Answer4353: 12
Answer4354: 5
Answer4355: 12’1/2
Answer4356: 8
Answer4357: 3/8
Answer4358: 3
Answer4359: 30’1/10
Answer4360: 2’2/5
Answer4361: 2’1/4
Answer4362: 3
Answer4363: 209
Answer4364: 6
Answer4365: 1
Answer4366: 9’2/3
Answer4367: 14
Answer4368: 18
Answer4369: 2160
Answer4370: 2
Answer4371: 7
Answer4372: 7
Answer4373: 29
Answer4374: 24
Answer4375: 4/5
Answer4376: 13’2/3
Answer4377: 1
Answer4378: 5
Answer4379: 118
Answer4380: 1’5/6
Answer4381: 4’4/5
Answer4382: 41
Answer4383: 50
Answer4384: 6’3/10
Answer4385: 5/16
Answer4386: 3’1/9
Answer4387: 8
Answer4388: 44
Answer4389: 2
Answer4390: 1’1/2
Answer4391: 36
Answer4392: 7/15
Answer4393: 5/108
Answer4394: 15
Answer4395: 1/7
Answer4396: 22
Answer4397: 1
Answer4398: 13
Answer4399: 7’4/7
Answer4400: 3’1/2
Answer4401: 18
Answer4402: 1/5
Answer4403: 7
Answer4404: 4
Answer4405: 2/5
Answer4406: 3
Answer4407: 81
Answer4408: 4
Answer4409: 18
Answer4410: 37
Answer4411: 7
Answer4412: 24
Answer4413: 2
Answer4414: 5
Answer4415: 4/7
Answer4416: 16
Answer4417: 100
Answer4418: 6’1/4
Answer4419: 90
Answer4420: 11
Answer4421: 2’5/6
Answer4422: 14’3/4
Answer4423: 20
Answer4424: 8’1/4
Answer4425: 12
Answer4426: 4
Answer4427: 2/3
Answer4428: 7/10
Answer4429: 2
Answer4430: 1’2/5
Answer4431: 37
Answer4432: 7
Answer4433: 18
Answer4434: 63
Answer4435: 1/4
Answer4436: 45
Answer4437: 3
Answer4438: 5
Answer4439: 5’2/7
Answer4440: 9
Answer4441: 27
Answer4442: 168
Answer4443: 11
Answer4444: 100
Answer4445: 1’1/3
Answer4446: 24
Answer4447: 1’3/4
Answer4448: 18
Answer4449: 5/16
Answer4450: 1/3
Answer4451: 2
Answer4452: 60
Answer4453: 90
Answer4454: 19
Answer4455: 14
Answer4456: 25
Answer4457: 3’7/10
Answer4458: 47
Answer4459: 1’3/4
Answer4460: 50
Answer4461: 29
Answer4462: 7
Answer4463: 15/28
Answer4464: 2’4/7
Answer4465: 7’4/7
Answer4466: 2’5/6
Answer4467: 22
Answer4468: 1’1/4
Answer4469: 90
Answer4470: 26
Answer4471: 144
Answer4472: 486
Answer4473: 3’1/5
Answer4474: 2’3/4
Answer4475: 2’2/3
Answer4476: 8
Answer4477: 6’6/11
Answer4478: 13
Answer4479: 60
Answer4480: 2’2/3
Answer4481: 96
Answer4482: 5
Answer4483: 40
Answer4484: 17
Answer4485: 7’1/2
Answer4486: 138
Answer4487: 4
Answer4488: 15
Answer4489: 2/3
Answer4490: 10
Answer4491: 7
Answer4492: 1’2/3
Answer4493: 40
Answer4494: 216
Answer4495: 2
Answer4496: 14
Answer4497: 11
Answer4498: 25
Answer4499: 36
Answer4500: 4’1/2
Answer4501: 1/3
Answer4502: 12
Answer4503: 1
Answer4504: 25
Answer4505: 16’1/2
Answer4506: 3
Answer4507: 1’1/4
Answer4508: 20
Answer4509: 14
Answer4510: 2
Answer4511: 45
Answer4512: 3
Answer4513: 2’1/2
Answer4514: 1/3
Answer4515: 5
Answer4516: 13
Answer4517: 78
Answer4518: 13
Answer4519: 72
Answer4520: 7’2/3
Answer4521: 11
Answer4522: 13
Answer4523: 24’1/2
Answer4524: 2
Answer4525: 9’2/3
Answer4526: 122
Answer4527: 2’1/2
Answer4528: 6’4/5
Answer4529: 12
Answer4530: 196
Answer4531: 1/4
Answer4532: 54
Answer4533: 23
Answer4534: 2/5
Answer4535: 6
Answer4536: 1/18
Answer4537: 2
Answer4538: 90
Answer4539: 61
Answer4540: 1/5
Answer4541: 80
Answer4542: 8
Answer4543: 9
Answer4544: 9
Answer4545: 12’1/2
Answer4546: 15
Answer4547: 144
Answer4548: 13
Answer4549: 1/6
Answer4550: 1’2/3
Answer4551: 5
Answer4552: 14
Answer4553: 1
Answer4554: 18’2/3
Answer4555: 8
Answer4556: 13
Answer4557: 1
Answer4558: 50
Answer4559: 2’2/5
Answer4560: 288
Answer4561: 4
Answer4562: 5
Answer4563: 10
Answer4564: 72
Answer4565: 12
Answer4566: 3’3/11
Answer4567: 210
Answer4568: 252
Answer4569: 96
Answer4570: 3/10
Answer4571: 56
Answer4572: 6
Answer4573: 60
Answer4574: 32
Answer4575: 7
Answer4576: 13
Answer4577: 8’1/2
Answer4578: 5
Answer4579: 48
Answer4580: 135
Answer4581: 15
Answer4582: 15
Answer4583: 14
Answer4584: 360
Answer4585: 5
Answer4586: 30
Answer4587: 18
Answer4588: 3’1/2
Answer4589: 18
Answer4590: 14
Answer4591: 721
Answer4592: 18
Answer4593: 4
Answer4594: 19
Answer4595: 14
Answer4596: 6
Answer4597: 96
Answer4598: 12
Answer4599: 29
Answer4600: 13’1/3
Answer4601: 16
Answer4602: 9
Answer4603: 9
Answer4604: 8
Answer4605: 12
Answer4606: 1/2
Answer4607: 5
Answer4608: 16
Answer4609: 1’2/3
Answer4610: 6
Answer4611: 33
Answer4612: 2/35
Answer4613: 106’2/3
Answer4614: 5’1/2
Answer4615: 2
Answer4616: 1
Answer4617: 810
Answer4618: 1/14
Answer4619: 8’1/5
Answer4620: 21
Answer4621: 1500
Answer4622: 10
Answer4623: 12’6/7
Answer4624: 7
Answer4625: 8
Answer4626: 52
Answer4627: 4’1/5
Answer4628: 76
Answer4629: 2
Answer4630: 30
Answer4631: 1
Answer4632: 3
Answer4633: 19
Answer4634: 3
Answer4635: 2’1/2
Answer4636: 691
Answer4637: 3/10
Answer4638: 8’2/5
Answer4639: 49
Answer4640: 18
Answer4641: 11
Answer4642: 7’1/2
Answer4643: 1/280
Answer4644: 20
Answer4645: 1
Answer4646: 54
Answer4647: 5
Answer4648: 12
Answer4649: 24
Answer4650: 6’1/7
Answer4651: 42
Answer4652: 55
Answer4653: 80
Answer4654: 11’1/3
Answer4655: 20
Answer4656: 2
Answer4657: 20
Answer4658: 17
Answer4659: 5
Answer4660: 4
Answer4661: 12
Answer4662: 1
Answer4663: 1/6
Answer4664: 3/5
Answer4665: 1/2
Answer4666: 4
Answer4667: 18
Answer4668: 5
Answer4669: 20’1/4
Answer4670: 6
Answer4671: 5’3/10
Answer4672: 4’1/2
Answer4673: 1’3/5
Answer4674: 321
Answer4675: 4’2/3
Answer4676: 1’1/7
Answer4677: 24
Answer4678: 1
Answer4679: 3
Answer4680: 168
Answer4681: 7’8/15
Answer4682: 252
Answer4683: 1/10
Answer4684: 6’3/5
Answer4685: 28
Answer4686: 15
Answer4687: 17
Answer4688: 9
Answer4689: 28
Answer4690: 1
Answer4691: 490
Answer4692: 1/7
Answer4693: 7’3/7
Answer4694: 5
Answer4695: 6
Answer4696: 21
Answer4697: 5/16
Answer4698: 13
Answer4699: 50
Answer4700: 18
Answer4701: 54
Answer4702: 17
Answer4703: 8
Answer4704: 1
Answer4705: 15
Answer4706: 30
Answer4707: 10
Answer4708: 67
Answer4709: 1/8
Answer4710: 2’2/5
Answer4711: 3
Answer4712: 7
Answer4713: 8
Answer4714: 2’4/5
Answer4715: 24
Answer4716: 5’1/2
Answer4717: 10’4/9
Answer4718: 6
Answer4719: 8
Answer4720: 17
Answer4721: 1/3
Answer4722: 22
Answer4723: 5’1/4
Answer4724: 2
Answer4725: 34
Answer4726: 4
Answer4727: 4’4/5
Answer4728: 2’2/3
Answer4729: 8
Answer4730: 9
Answer4731: 11
Answer4732: 9
Answer4733: 9’2/7
Answer4734: 91
Answer4735: 3
Answer4736: 15
Answer4737: 14
Answer4738: 1/9
Answer4739: 378
Answer4740: 8
Answer4741: 9’1/2
Answer4742: 8
Answer4743: 7/12
Answer4744: 3’1/3
Answer4745: 8
Answer4746: 1
Answer4747: 12
Answer4748: 38
Answer4749: 10’1/3
Answer4750: 1/5
Answer4751: 7/10
Answer4752: 126
Answer4753: 16
Answer4754: 1
Answer4755: 1/8
Answer4756: 1
Answer4757: 42
Answer4758: 7
Answer4759: 7
Answer4760: 72
Answer4761: 7
Answer4762: 18
Answer4763: 49
Answer4764: 15
Answer4765: 5/12
Answer4766: 19
Answer4767: 13
Answer4768: 10
Answer4769: 8
Answer4770: 21
Answer4771: 1/32
Answer4772: 2/13
Answer4773: 10
Answer4774: 16
Answer4775: 1’1/3
Answer4776: 315
Answer4777: 1/2
Answer4778: 8
Answer4779: 9’1/3
Answer4780: 4
Answer4781: 3/10
Answer4782: 84
Answer4783: 2/63
Answer4784: 7’5/7
Answer4785: 1/5
Answer4786: 60
Answer4787: 18
Answer4788: 4’2/7
Answer4789: 2/9
Answer4790: 4
Answer4791: 24
Answer4792: 8
Answer4793: 5
Answer4794: 2/7
Answer4795: 11
Answer4796: 30
Answer4797: 8
Answer4798: 1’2/5
Answer4799: 44
Answer4800: 16
Answer4801: 72
Answer4802: 247
Answer4803: 300
Answer4804: 40
Answer4805: 56
Answer4806: 10
Answer4807: 12
Answer4808: 5’1/3
Answer4809: 1/5
Answer4810: 2’2/3
Answer4811: 4
Answer4812: 11
Answer4813: 16
Answer4814: 1/3
Answer4815: 39
Answer4816: 3
Answer4817: 8
Answer4818: 1
Answer4819: 30
Answer4820: 11
Answer4821: 86
Answer4822: 270
Answer4823: 2
Answer4824: 20
Answer4825: 10
Answer4826: 7
Answer4827: 45
Answer4828: 10
Answer4829: 58
Answer4830: 26
Answer4831: 1
Answer4832: 2/15
Answer4833: 6
Answer4834: 68
Answer4835: 5’2/3
Answer4836: 1’3/7
Answer4837: 192
Answer4838: 4’1/2
Answer4839: 5/13
Answer4840: 61
Answer4841: 80
Answer4842: 10
Answer4843: 50
Answer4844: 18
Answer4845: 63
Answer4846: 18
Answer4847: 42
Answer4848: 2
Answer4849: 4’2/7
Answer4850: 8’1/5
Answer4851: 273
Answer4852: 9’5/9
Answer4853: 89
Answer4854: 8
Answer4855: 3’1/2
Answer4856: 12’3/4
Answer4857: 10
Answer4858: 16’3/5
Answer4859: 7
Answer4860: 80
Answer4861: 1’2/5
Answer4862: 3
Answer4863: 8
Answer4864: 7
Answer4865: 9/40
Answer4866: 11
Answer4867: 1/7
Answer4868: 14’3/5
Answer4869: 17
Answer4870: 14
Answer4871: 6/7
Answer4872: 1/6
Answer4873: 17
Answer4874: 16
Answer4875: 4/45
Answer4876: 45
Answer4877: 20
Answer4878: 11
Answer4879: 12
Answer4880: 64
Answer4881: 80
Answer4882: 1
Answer4883: 7’1/3
Answer4884: 56
Answer4885: 4
Answer4886: 10
Answer4887: 31
Answer4888: 2
Answer4889: 6
Answer4890: 35
Answer4891: 1’5/21
Answer4892: 7
Answer4893: 1
Answer4894: 12
Answer4895: 11’3/4
Answer4896: 1’7/8
Answer4897: 5
Answer4898: 1’1/5
Answer4899: 14
Answer4900: 11’1/5
Answer4901: 9
Answer4902: 5/7
Answer4903: 4
Answer4904: 2’5/6
Answer4905: 2
Answer4906: 5
Answer4907: 4
Answer4908: 13
Answer4909: 6
Answer4910: 7
Answer4911: 14
Answer4912: 5
Answer4913: 25
Answer4914: 1/28
Answer4915: 15
Answer4916: 2
Answer4917: 1/8
Answer4918: 2
Answer4919: 4/25
Answer4920: 1’1/3
Answer4921: 14
Answer4922: 17
Answer4923: 10’2/3
Answer4924: 4’1/2
Answer4925: 6
Answer4926: 7
Answer4927: 7’1/2
Answer4928: 7
Answer4929: 1
Answer4930: 18
Answer4931: 88
Answer4932: 120
Answer4933: 9
Answer4934: 3
Answer4935: 11
Answer4936: 800
Answer4937: 31
Answer4938: 39
Answer4939: 8
Answer4940: 72
Answer4941: 1’3/8
Answer4942: 24
Answer4943: 1/3
Answer4944: 2
Answer4945: 9
Answer4946: 45
Answer4947: 32
Answer4948: 8
Answer4949: 8/15
Answer4950: 4
Answer4951: 4
Answer4952: 47
Answer4953: 4/5
Answer4954: 23
Answer4955: 30
Answer4956: 36’4/5
Answer4957: 28’3/4
Answer4958: 13
Answer4959: 9
Answer4960: 2’2/27
Answer4961: 24
Answer4962: 81
Answer4963: 3/10
Answer4964: 1
Answer4965: 2’1/2
Answer4966: 7
Answer4967: 6
Answer4968: 8
Answer4969: 36
Answer4970: 1’4/5
Answer4971: 1’1/6
Answer4972: 20
Answer4973: 8
Answer4974: 19
Answer4975: 3/8
Answer4976: 9/10
Answer4977: 32
Answer4978: 288
Answer4979: 2
Answer4980: 9
Answer4981: 18
Answer4982: 8
Answer4983: 14
Answer4984: 5/8
Answer4985: 16’3/10
Answer4986: 12
Answer4987: 15
Answer4988: 3
Answer4989: 3/7
Answer4990: 2/5
Answer4991: 3’2/3
Answer4992: 4
Answer4993: 11
Answer4994: 3’1/3
Answer4995: 1/3
Answer4996: 2
Answer4997: 6’1/5
Answer4998: 1
Answer4999: 49
Answer5000: 9/10
Answer5001: 11
Answer5002: 100
Answer5003: 1
Answer5004: 9
Answer5005: 4
Answer5006: 48
Answer5007: 15
Answer5008: 15
Answer5009: 3/10
Answer5010: 30
Answer5011: 2
Answer5012: 4
Answer5013: 3/5
Answer5014: 5’1/4
Answer5015: 11
Answer5016: 1/3
Answer5017: 6
Answer5018: 12
Answer5019: 7
Answer5020: 51
Answer5021: 7
Answer5022: 16’1/3
Answer5023: 14
Answer5024: 12
Answer5025: 40
Answer5026: 10
Answer5027: 2’1/4
Answer5028: 18
Answer5029: 1
Answer5030: 38
Answer5031: 8’1/3
Answer5032: 7’4/5
Answer5033: 19
Answer5034: 45
Answer5035: 20
Answer5036: 9
Answer5037: 12
Answer5038: 1’2/3
Answer5039: 2
Answer5040: 4
Answer5041: 370
Answer5042: 50
Answer5043: 112
Answer5044: 90
Answer5045: 10
Answer5046: 1’2/3
Answer5047: 35
Answer5048: 8’2/3
Answer5049: 60
Answer5050: 48
Answer5051: 30’4/7
Answer5052: 2’1/2
Answer5053: 9
Answer5054: 2’4/9
Answer5055: 2
Answer5056: 9
Answer5057: 36
Answer5058: 13
Answer5059: 5’2/3
Answer5060: 1
Answer5061: 6
Answer5062: 28
Answer5063: 2’2/5
Answer5064: 115
Answer5065: 21
Answer5066: 11
Answer5067: 46’2/3
Answer5068: 7
Answer5069: 4
Answer5070: 18
Answer5071: 384
Answer5072: 28
Answer5073: 50
Answer5074: 3/4
Answer5075: 45
Answer5076: 16’2/5
Answer5077: 65
Answer5078: 5/6
Answer5079: 12
Answer5080: 24
Answer5081: 5’19/20
Answer5082: 21
Answer5083: 2
Answer5084: 7’1/2
Answer5085: 37
Answer5086: 2’2/3
Answer5087: 3/5
Answer5088: 20
Answer5089: 2
Answer5090: 63
Answer5091: 5
Answer5092: 77
Answer5093: 66
Answer5094: 1/2
Answer5095: 68
Answer5096: 2
Answer5097: 1
Answer5098: 1’2/5
Answer5099: 35
Answer5100: 1/10
Answer5101: 1/10
Answer5102: 18
Answer5103: 560
Answer5104: 8’1/8
Answer5105: 10
Answer5106: 1’1/2
Answer5107: 8’7/10
Answer5108: 8
Answer5109: 1/2
Answer5110: 27
Answer5111: 30
Answer5112: 12
Answer5113: 4
Answer5114: 49
Answer5115: 1’2/7
Answer5116: 1/9
Answer5117: 7’7/16
Answer5118: 3
Answer5119: 10’1/2
Answer5120: 4/21
Answer5121: 9
Answer5122: 4
Answer5123: 1
Answer5124: 17
Answer5125: 4’1/6
Answer5126: 16
Answer5127: 1’1/4
Answer5128: 1/9
Answer5129: 8’3/4
Answer5130: 9’1/8
Answer5131: 11’1/10
Answer5132: 20
Answer5133: 8’2/3
Answer5134: 80’5/6
Answer5135: 13
Answer5136: 50
Answer5137: 5’1/4
Answer5138: 4
Answer5139: 7’7/9
Answer5140: 1’1/7
Answer5141: 27
Answer5142: 5
Answer5143: 9
Answer5144: 11
Answer5145: 12
Answer5146: 61’3/4
Answer5147: 1’1/8
Answer5148: 17
Answer5149: 1
Answer5150: 165
Answer5151: 48
Answer5152: 1’2/9
Answer5153: 8
Answer5154: 6
Answer5155: 16
Answer5156: 1
Answer5157: 12
Answer5158: 72
Answer5159: 1’2/3
Answer5160: 6
Answer5161: 12
Answer5162: 1
Answer5163: 5
Answer5164: 22
Answer5165: 2/3
Answer5166: 1
Answer5167: 3
Answer5168: 30
Answer5169: 2/3
Answer5170: 1/18
Answer5171: 16
Answer5172: 8
Answer5173: 15
Answer5174: 4
Answer5175: 3/16
Answer5176: 8
Answer5177: 9
Answer5178: 5
Answer5179: 4
Answer5180: 4
Answer5181: 544
Answer5182: 6
Answer5183: 4/7
Answer5184: 18
Answer5185: 5
Answer5186: 1
Answer5187: 1’2/3
Answer5188: 10
Answer5189: 18
Answer5190: 3
Answer5191: 3
Answer5192: 79
Answer5193: 42
Answer5194: 17
Answer5195: 1/4
Answer5196: 3
Answer5197: 18
Answer5198: 77
Answer5199: 6
Answer5200: 18
Answer5201: 2/3
Answer5202: 16
Answer5203: 1
Answer5204: 14
Answer5205: 9
Answer5206: 18’1/2
Answer5207: 12
Answer5208: 8
Answer5209: 18
Answer5210: 9’1/6
Answer5211: 35
Answer5212: 16
Answer5213: 12
Answer5214: 4’1/4
Answer5215: 5
Answer5216: 5
Answer5217: 80
Answer5218: 8/35
Answer5219: 8
Answer5220: 8’3/4
Answer5221: 2’13/24
Answer5222: 3
Answer5223: 13
Answer5224: 1’8/9
Answer5225: 24’3/8
Answer5226: 1’1/3
Answer5227: 29
Answer5228: 40
Answer5229: 10’1/2
Answer5230: 144
Answer5231: 1
Answer5232: 1/2
Answer5233: 11
Answer5234: 3/10
Answer5235: 504
Answer5236: 4’5/6
Answer5237: 3/7
Answer5238: 7
Answer5239: 5’4/5
Answer5240: 8
Answer5241: 2
Answer5242: 12
Answer5243: 3/5
Answer5244: 9’4/5
Answer5245: 17
Answer5246: 5
Answer5247: 13’1/3
Answer5248: 39
Answer5249: 33’1/2
Answer5250: 1
Answer5251: 5/16
Answer5252: 6
Answer5253: 1’1/7
Answer5254: 3’2/3
Answer5255: 10’3/4
Answer5256: 12/19
Answer5257: 4’5/6
Answer5258: 319
Answer5259: 11
Answer5260: 9’3/5
Answer5261: 95
Answer5262: 12
Answer5263: 16
Answer5264: 1’1/3
Answer5265: 4
Answer5266: 2
Answer5267: 8
Answer5268: 11
Answer5269: 8
Answer5270: 104
Answer5271: 9
Answer5272: 10’4/5
Answer5273: 113
Answer5274: 18
Answer5275: 560
Answer5276: 13
Answer5277: 54
Answer5278: 2
Answer5279: 15
Answer5280: 15
Answer5281: 1/2
Answer5282: 10
Answer5283: 1’1/2
Answer5284: 22’1/2
Answer5285: 45
Answer5286: 8
Answer5287: 1/15
Answer5288: 26
Answer5289: 1’3/4
Answer5290: 20
Answer5291: 2’1/5
Answer5292: 1
Answer5293: 72
Answer5294: 9
Answer5295: 3’9/10
Answer5296: 13
Answer5297: 15
Answer5298: 49
Answer5299: 4/5
Answer5300: 1
Answer5301: 3
Answer5302: 7
Answer5303: 3/5
Answer5304: 64
Answer5305: 90
Answer5306: 23
Answer5307: 8
Answer5308: 10
Answer5309: 5’3/5
Answer5310: 7
Answer5311: 4
Answer5312: 17
Answer5313: 2’4/7
Answer5314: 1’3/4
Answer5315: 5
Answer5316: 1’1/7
Answer5317: 50
Answer5318: 1’1/6
Answer5319: 5
Answer5320: 1’1/3
Answer5321: 5
Answer5322: 11’4/7
Answer5323: 17
Answer5324: 2’2/3
Answer5325: 2/3
Answer5326: 1/60
Answer5327: 6/7
Answer5328: 4’1/5
Answer5329: 10
Answer5330: 6’7/9
Answer5331: 6’3/5
Answer5332: 7
Answer5333: 509
Answer5334: 30
Answer5335: 24
Answer5336: 6’21/25
Answer5337: 70
Answer5338: 3/5
Answer5339: 8
Answer5340: 3’3/7
Answer5341: 530
Answer5342: 25
Answer5343: 3
Answer5344: 10
Answer5345: 18
Answer5346: 11’1/2
Answer5347: 75
Answer5348: 4/15
Answer5349: 1’23/27
Answer5350: 10’2/5
Answer5351: 96
Answer5352: 24
Answer5353: 22
Answer5354: 1
Answer5355: 38
Answer5356: 6
Answer5357: 1’1/3
Answer5358: 11
Answer5359: 12’1/4
Answer5360: 24
Answer5361: 10
Answer5362: 8’4/7
Answer5363: 5/8
Answer5364: 18
Answer5365: 3
Answer5366: 1
Answer5367: 9’4/9
Answer5368: 2’5/7
Answer5369: 4’2/7
Answer5370: 23’1/3
Answer5371: 80
Answer5372: 16
Answer5373: 9’5/7
Answer5374: 4’4/7
Answer5375: 21
Answer5376: 10
Answer5377: 11
Answer5378: 9’1/7
Answer5379: 7’1/4
Answer5380: 18
Answer5381: 63
Answer5382: 6’1/3
Answer5383: 7’4/5
Answer5384: 1/8
Answer5385: 30
Answer5386: 3
Answer5387: 79
Answer5388: 9’5/7
Answer5389: 7/8
Answer5390: 1’8/9
Answer5391: 3/11
Answer5392: 12
Answer5393: 2’3/7
Answer5394: 4’1/2
Answer5395: 12
Answer5396: 50
Answer5397: 1’2/3
Answer5398: 6
Answer5399: 1/3
Answer5400: 9/19
Answer5401: 1/41
Answer5402: 40
Answer5403: 6
Answer5404: 4
Answer5405: 21
Answer5406: 12
Answer5407: 287
Answer5408: 3
Answer5409: 4/9
Answer5410: 3/8
Answer5411: 85
Answer5412: 1’6/7
Answer5413: 1’1/4
Answer5414: 18
Answer5415: 5’2/3
Answer5416: 11’1/5
Answer5417: 3/4
Answer5418: 13
Answer5419: 8
Answer5420: 6’1/2
Answer5421: 30
Answer5422: 2’1/2
Answer5423: 68
Answer5424: 6
Answer5425: 3/5
Answer5426: 24
Answer5427: 9
Answer5428: 31
Answer5429: 1’3/5
Answer5430: 54
Answer5431: 2’1/7
Answer5432: 70
Answer5433: 2’2/7
Answer5434: 8
Answer5435: 72
Answer5436: 5
Answer5437: 1
Answer5438: 21
Answer5439: 17
Answer5440: 8/27
Answer5441: 13
Answer5442: 81
Answer5443: 15
Answer5444: 1
Answer5445: 62
Answer5446: 1/10
Answer5447: 8
Answer5448: 4’1/3
Answer5449: 12
Answer5450: 1’3/4
Answer5451: 1’1/2
Answer5452: 6’1/5
Answer5453: 2
Answer5454: 12
Answer5455: 54
Answer5456: 17
Answer5457: 100
Answer5458: 8/15
Answer5459: 35
Answer5460: 23
Answer5461: 8
Answer5462: 22’1/2
Answer5463: 6
Answer5464: 7
Answer5465: 12’6/7
Answer5466: 1/2
Answer5467: 18
Answer5468: 48
Answer5469: 41’1/2
Answer5470: 63
Answer5471: 1’2/3
Answer5472: 1’1/9
Answer5473: 5
Answer5474: 1’1/3
Answer5475: 81
Answer5476: 10
Answer5477: 1/3
Answer5478: 25
Answer5479: 5’3/5
Answer5480: 1/8
Answer5481: 2’1/2
Answer5482: 3’1/5
Answer5483: 1
Answer5484: 11
Answer5485: 5’1/3
Answer5486: 31’1/2
Answer5487: 9
Answer5488: 24
Answer5489: 4’5/6
Answer5490: 32
Answer5491: 8’3/10
Answer5492: 4/5
Answer5493: 6
Answer5494: 64
Answer5495: 99
Answer5496: 24
Answer5497: 32
Answer5498: 1’1/5
Answer5499: 90
Answer5500: 12
Answer5501: 3
Answer5502: 2/3
Answer5503: 220
Answer5504: 10’1/2
Answer5505: 14
Answer5506: 12
Answer5507: 5
Answer5508: 7’1/2
Answer5509: 9’1/8
Answer5510: 3’1/2
Answer5511: 6
Answer5512: 2’1/2
Answer5513: 9
Answer5514: 75
Answer5515: 108
Answer5516: 8’5/14
Answer5517: 60
Answer5518: 1’3/5
Answer5519: 5
Answer5520: 30
Answer5521: 3/10
Answer5522: 9/10
Answer5523: 4’1/2
Answer5524: 9’1/3
Answer5525: 12
Answer5526: 14
Answer5527: 20
Answer5528: 2
Answer5529: 564
Answer5530: 1/2
Answer5531: 5/8
Answer5532: 19
Answer5533: 3
Answer5534: 1
Answer5535: 8
Answer5536: 3/5
Answer5537: 92
Answer5538: 18
Answer5539: 3’1/3
Answer5540: 1
Answer5541: 10’7/10
Answer5542: 11’2/3
Answer5543: 2
Answer5544: 1’1/2
Answer5545: 5
Answer5546: 13’1/2
Answer5547: 37
Answer5548: 2’1/2
Answer5549: 9’2/3
Answer5550: 85’3/4
Answer5551: 8’3/8
Answer5552: 27
Answer5553: 15
Answer5554: 24
Answer5555: 14
Answer5556: 16’1/4
Answer5557: 1/8
Answer5558: 70
Answer5559: 73
Answer5560: 6’2/3
Answer5561: 6
Answer5562: 50
Answer5563: 7
Answer5564: 6
Answer5565: 49
Answer5566: 18
Answer5567: 5/54
Answer5568: 72
Answer5569: 5’4/7
Answer5570: 1’2/5
Answer5571: 10’4/5
Answer5572: 12
Answer5573: 9
Answer5574: 1
Answer5575: 2’2/9
Answer5576: 10
Answer5577: 7
Answer5578: 2’1/2
Answer5579: 120
Answer5580: 4
Answer5581: 11
Answer5582: 14
Answer5583: 14
Answer5584: 19
Answer5585: 21
Answer5586: 10
Answer5587: 7’1/9
Answer5588: 8
Answer5589: 408
Answer5590: 8/9
Answer5591: 19
Answer5592: 6
Answer5593: 5’4/7
Answer5594: 8
Answer5595: 12
Answer5596: 1’3/4
Answer5597: 2/3
Answer5598: 72
Answer5599: 1’2/5
Answer5600: 80
Answer5601: 15
Answer5602: 5
Answer5603: 2
Answer5604: 2’2/5
Answer5605: 7
Answer5606: 44
Answer5607: 4
Answer5608: 2’4/5
Answer5609: 4/9
Answer5610: 4’4/5
Answer5611: 6
Answer5612: 39
Answer5613: 2’1/3
Answer5614: 16
Answer5615: 14
Answer5616: 3’7/10
Answer5617: 7’1/3
Answer5618: 24
Answer5619: 17
Answer5620: 8’2/3
Answer5621: 15
Answer5622: 3/14
Answer5623: 7
Answer5624: 2’4/7
Answer5625: 47
Answer5626: 3/16
Answer5627: 16’1/5
Answer5628: 30’3/8
Answer5629: 11
Answer5630: 8
Answer5631: 11
Answer5632: 14
Answer5633: 5
Answer5634: 1
Answer5635: 7’7/8
Answer5636: 8’9/10
Answer5637: 5/6
Answer5638: 26
Answer5639: 20
Answer5640: 13
Answer5641: 6’1/5
Answer5642: 10
Answer5643: 42
Answer5644: 2
Answer5645: 63
Answer5646: 20
Answer5647: 2
Answer5648: 7
Answer5649: 13
Answer5650: 14
Answer5651: 4
Answer5652: 10’1/2
Answer5653: 4
Answer5654: 40’1/2
Answer5655: 5
Answer5656: 15
Answer5657: 8’4/7
Answer5658: 2’1/2
Answer5659: 6’3/4
Answer5660: 168
Answer5661: 4
Answer5662: 6
Answer5663: 144
Answer5664: 72
Answer5665: 8
Answer5666: 36
Answer5667: 15
Answer5668: 19
Answer5669: 144
